4516	The United States should continue Its use of drone strikes abroad	Many drone operators have emotional and psychological stress.	refutes
4517	The United States should continue Its use of drone strikes abroad	Operating drones results in a great deal of mental and emotional stress.	refutes
4518	The United States should continue Its use of drone strikes abroad	Drone operators often suffer from psychological and emotional strain.	refutes
4519	The United States should continue Its use of drone strikes abroad	Drone Strikes Are Carried Out with the support of Local Governments and Make Those Countries Safer.	supports
4520	The United States should continue Its use of drone strikes abroad	Drone strikes are carried out with the collaboration and encouragement of local governments, and make those countries safer.	supports
4521	The United States should continue Its use of drone strikes abroad	Local governments allow the US to use drones to make their countries safer.	supports
4522	The United States should continue Its use of drone strikes abroad	Drone strikes are allowed by local governments who believe it makes their countries more safe.	supports
4523	The United States should continue Its use of drone strikes abroad	Drone strikes can protect foreign countries in collaboration with the local governments.	supports
4524	The United States should continue Its use of drone strikes abroad	Drone strikes abroad ensures the safety of foreign countries.	supports
4525	The United States should continue Its use of drone strikes abroad	there is nothing illegal in the use of drones	supports
4526	The United States should continue Its use of drone strikes abroad	Drone strikes are legal under international law.	supports
4527	The United States should continue Its use of drone strikes abroad	We should take advantage of the fact that drone strikes are legal	supports
4528	The United States should continue Its use of drone strikes abroad	Drones are acceptable to use under International Law	supports
4529	The United States should continue Its use of drone strikes abroad	Drone Strikes Are Legal under International Law	supports
4530	The United States should continue Its use of drone strikes abroad	Drone strikes create more terrorists than they kill.	refutes
4531	The United States should continue Its use of drone strikes abroad	Terrorists are created by drone strikes.	refutes
4532	The United States should continue Its use of drone strikes abroad	Drone strikes tend to increase the membership of terrorist organizations.	refutes
4533	The United States should continue Its use of drone strikes abroad	Drone strikes can't reduce the number of terrorists.	refutes
4534	The United States should continue Its use of drone strikes abroad	Drone strikes are secretive, lack sufficient legal oversight, and prevent citizens from holding their leaders accountable.	refutes
4535	The United States should continue Its use of drone strikes abroad	Secrecy prevents accountability for drone strikes.	refutes
4536	The United States should continue Its use of drone strikes abroad	Not enough legal oversight prevents the accountability resulting from secret drone strikes.	refutes
4537	The United States should continue Its use of drone strikes abroad	There are many reasons why drones lack sufficient oversight to be of moral value.	refutes
4538	The United States should continue Its use of drone strikes abroad	The use of drones removes accountability from their leaders.	refutes
4539	The United States should continue Its use of drone strikes abroad	Drone strikes make the United States safer by decimating terrorist networks across the world.	supports
4540	The United States should continue Its use of drone strikes abroad	Drone strikes violate the sovereignty of other countries.	refutes
4541	The United States should continue Its use of drone strikes abroad	Drone strikes infringe upon the rights of other nations.	refutes
4542	The United States should continue Its use of drone strikes abroad	Drone strikes mostly kill low-value targets who are not significant threats to US safety and security.	refutes
4543	The United States should continue Its use of drone strikes abroad	Those targeted by drone strikes are mostly insignificant to national security.	refutes
4544	The United States should continue Its use of drone strikes abroad	Drone strikes are often not targeting high value targets.	refutes
4545	The United States should continue Its use of drone strikes abroad	Drone strikes tend to only kill low value targets.	refutes
4546	The United States should continue Its use of drone strikes abroad	Drone Strikes Are Legal under US Law	supports
4547	The United States should continue Its use of drone strikes abroad	US law allows for drone strikes.	supports
4548	The United States should continue Its use of drone strikes abroad	There is nothing illegal about drone strikes under US law.	supports
4549	The United States should continue Its use of drone strikes abroad	Drone strikes operations are deemed legal by US law.	supports
4550	The United States should continue Its use of drone strikes abroad	United States law endorses drone strikes.	supports
4551	The United States should continue Its use of drone strikes abroad	Drone strikes are legal under US law.	supports
4552	The United States should continue Its use of drone strikes abroad	Drone Operators Have a Lower Risk for PTSD than Other Military Personnel.	supports
4553	The United States should continue Its use of drone strikes abroad	Drones make US military personnel safer.	supports
4554	The United States should continue Its use of drone strikes abroad	fewer troops are exposed to dangers when drones are employed	supports
4555	The United States should continue Its use of drone strikes abroad	Drones protect our military from enemies	supports
4556	The United States should continue Its use of drone strikes abroad	Drones Keep US Military Personnel Safer	supports
4557	The United States should continue Its use of drone strikes abroad	Drone strikes violate international law.	refutes
4558	The United States should continue Its use of drone strikes abroad	The use of unmanned drone attacks is inconsistent with international laws.	refutes
4559	The United States should continue Its use of drone strikes abroad	International laws are violated by drone strikes.	refutes
4560	The United States should continue Its use of drone strikes abroad	International law is violated by drone strikes.	refutes
4561	The United States should continue Its use of drone strikes abroad	The use of drones conflicts with international law	refutes
4562	The United States should continue Its use of drone strikes abroad	Drone strikes kill large numbers of civilians and traumatize local populations.	refutes
4563	The United States should continue Its use of drone strikes abroad	Civilians are traumatized and often killed by United States drone strikes.	refutes
4564	The United States should continue Its use of drone strikes abroad	Drone strikes cause a significant amount of localized trauma.	refutes
4565	The United States should continue Its use of drone strikes abroad	Drone strikes are a major threat to individuals, both physically and psychologically.	refutes
4566	The United States should continue Its use of drone strikes abroad	Drone strikes have done serious harm to civilians, partially through promoting emotional terror.	refutes
4567	The United States should continue Its use of drone strikes abroad	The majority of Americans support drone strikes.	supports
4568	The United States should continue Its use of drone strikes abroad	American citizens approve of drone strikes.	supports
4569	The United States should continue Its use of drone strikes abroad	Most US citizens approve of military drones.	supports
4570	The United States should continue Its use of drone strikes abroad	Most people in the U.S. support the use of drone strikes.	supports
4571	The United States should continue Its use of drone strikes abroad	According to survey, most U.S. citizens support drone strikes.	supports
4572	The United States should continue Its use of drone strikes abroad	Drone pilots have a lower risk for post traumatic stress disorder (PTSD) than pilots of manned aircraft and other battlefield soldiers.	supports
4573	The United States should continue Its use of drone strikes abroad	PTSD is much less prevalent amonst drone pilots than those who participate in traditional warfare.	supports
4574	The United States should continue Its use of drone strikes abroad	The incidence of PTSD is lower amonst drone pilots than those who pilot manned aircraft or fight on the battlefield.	supports
4575	The United States should continue Its use of drone strikes abroad	Drone pilots have lesser chance of getting PTSD than other aircraft pilots.	supports
4576	The United States should continue Its use of drone strikes abroad	Using drones can reduce the chance of pilots getting PTSD in operations.	supports
4577	The United States should continue Its use of drone strikes abroad	Drones kill fewer civilians, as a percentage of total fatalities, than any other military weapon.	supports
4578	The United States should continue Its use of drone strikes abroad	drones are able to be more focused limiting collateral damage	supports
4579	The United States should continue Its use of drone strikes abroad	drones can be a more precise weapon	supports
4580	The United States should continue Its use of drone strikes abroad	It has been proved that the use of Drone to combat enemy activity has resulted in fewer casualties amongst the civilian population as compared to the usage of other weapons	supports
4581	The United States should continue Its use of drone strikes abroad	The use of Drones to combat enemy actions and terrorism will be an effective method to face enemies and stop terrorism .	supports
4582	The United States should continue Its use of drone strikes abroad	Drones Result in Fewer Civilian Fatalities than Other Weapons.	supports
4583	The United States should continue Its use of drone strikes abroad	US drone strikes give cover for other countries to engage in human rights abuses.	refutes
4584	The United States should continue Its use of drone strikes abroad	U.S. drone strikes enable other nations to violate human rights.	refutes
4585	The United States should continue Its use of drone strikes abroad	When the U.S. uses drone strikes abroad, it gives those nations permission to participate in human rights infringement.	refutes
4586	The United States should continue Its use of drone strikes abroad	Drone Strikes Make the United States Safer by Destroying Terrorist Networks Internationally.	supports
4587	The United States should continue Its use of drone strikes abroad	International Terrorist Networks can be destroyed by having Drone Strikes in the United States.	supports
4588	The United States should continue Its use of drone strikes abroad	Continuing with the Drone Strikes in the United States , would combat any Terrorists Network and plan to attack the country	supports
4589	The decision of the state of Bavaria to publish Mein Kampf	Without appropriate legislation, neo-Nazi groups will publish their own version as a propaganda tool.	refutes
4590	The United Nations has a responsibility to protect.	The UN would be turned into something that it is not.	refutes
4591	The United Nations has a responsibility to protect.	It is better to save lives than stand idly by.	supports
4592	The United Nations has a responsibility to protect.	A strong United Nations commitment to the Right to Protect will create an effective deterrent to future atrocities.	supports
4593	The United Nations has a responsibility to protect.	The Right to Protect promoted by the United Nations would lessen future atrocities.	supports
4594	The United Nations has a responsibility to protect.	Future atrocities would be deterred if the United Nations took a strong commitment to the Right to Protect.	supports
4595	The United Nations has a responsibility to protect.	a strong UN can help get rid of atrocities	supports
4596	The United Nations has a responsibility to protect.	The UN does not have the necessary funds or expertise.	refutes
4597	The United Nations has a responsibility to protect.	Blanket commitment creates a slippery slope of when to intervene.	refutes
4598	The United Nations has a responsibility to protect.	It becomes a difficult situation as to when interfere.	refutes
4599	The United Nations has a responsibility to protect.	A slippery slope is created with a blanket commitment, it is unknown as to when they should intervene.	refutes
4600	The United Nations has a responsibility to protect.	Blanket commitment makes a slippery slope of when to intervene	refutes
4601	The United Nations has a responsibility to protect.	blanket commitment makes for a slippery slope	refutes
4602	The United Nations has a responsibility to protect.	The United Nations has a responsibility to prevent genocide and mass atrocities.	supports
4603	The United Nations has a responsibility to protect.	Genocide and mass atrocity prevention should be the responsibility of the United Nations.	supports
4604	The United Nations has a responsibility to protect.	It should be the United Nations job to prevent such things as mass atrocities and genocide.	supports
4605	The United Nations has a responsibility to protect.	the UN should prevent genocide	supports
4606	The United Nations has a responsibility to protect.	The UN needs to prevent mass atrocities	supports
4607	World War III is inevitable	There are too many pacts against such a war.	refutes
4608	We should ban the muslim veil	It’s a personal matter – it doesn’t concern others	refutes
4609	We should ban the muslim veil	Religious clothing is a matter of personal choice	refutes
4610	We should ban the muslim veil	No one should tell others how to dress	refutes
4611	We should ban the muslim veil	Who cares if someone wears a veil?	refutes
4612	We should ban the muslim veil	Why does it concern you if another person wears a veil?	refutes
4613	We should ban the muslim veil	Its personal. Why does it matter to others.	refutes
4614	We should ban the muslim veil	It is a racism starter	refutes
4615	We should ban the muslim veil	The muslim veil brings out the racism in people.	refutes
4616	We should ban the muslim veil	It’s their culture and religion	refutes
4617	We should ban the muslim veil	It is their culture and religion!	refutes
4618	We should ban the muslim veil	Face coverings like niqab are a part of their religion and should be allowed.	refutes
4619	We should ban the muslim veil	It's not right for people to be forced to cover their religious face coverings since it's their culture.	refutes
4620	We should ban the muslim veil	It causes problems in schools	supports
4621	We should ban the muslim veil	The veil is a symbol of oppression on women	supports
4622	We should ban the muslim veil	Women are oppressed by face and hair coverings	supports
4623	We should ban the muslim veil	It causes division within society	supports
4624	We should ban the muslim veil	If you ban it, you have to ban everything else	refutes
4625	We should ban the muslim veil	Bans on religious clothing could be a slippery slope	refutes
4626	We should ban the muslim veil	If you ban muslim clothing than you'll have to start banning catholic or jewish clothing too	refutes
4627	Fund needle exchanges	Needle exchanges can help social services to locate addicts who are in need of treatment	supports
4628	Fund needle exchanges	Needle exchanges will increase the incidence of drug use	refutes
4629	Fund needle exchanges	Needle exchanges prevent the transmission of disease	supports
4630	Fund needle exchanges	Needle exchanges cause crime	refutes
4631	Working from home is better for companies than maintaining an office	we should still work in an office with our colleagues.	refutes
4632	Working from home is better for companies than maintaining an office	Working in an office is the best place to be.	refutes
4633	Working from home is better for companies than maintaining an office	Spending the workday in an office with our colleagues is the right thing to do.	refutes
4634	Working from home is better for companies than maintaining an office	It will cost far less	supports
4635	Working from home is better for companies than maintaining an office	It's much more economical for companies to employ remote workers than it is for them to maintain a central office environment	supports
4636	Working from home is better for companies than maintaining an office	Workers will be more motivated and therefore more productive	supports
4637	Working from home is better for companies than maintaining an office	Employees who work from home are shown to be more productive than those who work in an office environment, supporting the decision for companies to move towards virtual offices in the future.	supports
4638	Working from home is better for companies than maintaining an office	Working from home is more comfortable for many employees, meaning they are more motivated to go to work and more productive while working, which is much better for companies.	supports
4639	Spain should cede Ceuta and Melilla to Morocco	They have been Spanish possessions for centuries	refutes
4640	Spain should cede Ceuta and Melilla to Morocco	The citizens do not want to be ceded	refutes
4641	Spain should cede Ceuta and Melilla to Morocco	The cities are a source of revenue for Spain	refutes
4642	The EU should return power to national governments	Centralisation can be necessary	refutes
4643	The EU should return power to national governments	Power should be devolved to levels lower than the national government	refutes
4644	The EU should return power to national governments	The European Union is too centralised	supports
4645	Limit the free speech rights of corporations that are granted legal personhood	Corporates that attempt to address social issues damage political discourse.	supports
4646	Limit the free speech rights of corporations that are granted legal personhood	corporations can have a negative impact on politics	supports
4647	Limit the free speech rights of corporations that are granted legal personhood	Limiting the rights of corporate persons would harm a wide range of organisations and limit the freedom of natural persons.	refutes
4648	Limit the free speech rights of corporations that are granted legal personhood	limiting corporations can have a negative impact socially	refutes
4649	Limit the free speech rights of corporations that are granted legal personhood	Uses of free speech motivated by personal gain should still be protected.	refutes
4650	We should directly elect city mayors	Mayors would result in too much centralisation of power.	refutes
4651	We should directly elect city mayors	Too much centralisation of power is a disadvantage of mayors.	refutes
4652	We should directly elect city mayors	The election of mayors results in the power of a city becoming too centralized.	refutes
4653	We should directly elect city mayors	Mayors would raise the profile of the city they represent	supports
4654	We should directly elect city mayors	Mayors have the capability to increase the profile of their represented city.	supports
4655	We should directly elect city mayors	If a city has an elected mayor, its profile increases.	supports
4656	We should directly elect city mayors	Mayors will come at a cost	refutes
4657	We should directly elect city mayors	Electing mayors undoubtebly comes at a cost.	refutes
4658	We should directly elect city mayors	There are many negatives to directly electing a city mayor.	refutes
4659	We should directly elect city mayors	Elected Mayors would attract the best candidates to run for office.	supports
4660	We should directly elect city mayors	If mayors are elected, then the best candidates will run for office.	supports
4661	We should directly elect city mayors	To get the best candidates to run for office, mayors should be elected.	supports
4662	We should directly elect city mayors	Electing a Mayor will revitalise local democracy	supports
4663	We should directly elect city mayors	Electing a mayor will improve democracy locally.	supports
4664	We should directly elect city mayors	Local democracy will be improved by electing a mayor.	supports
4665	We should directly elect city mayors	Electing a mayor will help return to democratic  ideals.	supports
4666	We should directly elect city mayors	Directly electing a mayor is the democratic way.	supports
4667	We should directly elect city mayors	Mayors would be more accountable than a council	supports
4668	We should directly elect city mayors	A positive of directly electing city mayors is that they would be more accountable than a council.	supports
4669	We should directly elect city mayors	Directly elected mayors would be more accountable to constituents compared to a council.	supports
4670	We should directly elect city mayors	Directly elected mayors provide opportunities for populists.	supports
4671	Parents should not allow young people to live at home again after graduating	fall-back option in a bad economy.	supports
4672	Visitors to museums should be “encouraged” to pay a voluntary entrance fee	People are wiling to pay, but do not	refutes
4673	Visitors to museums should be “encouraged” to pay a voluntary entrance fee	People would pay but often they are given no opportunity to do so.	refutes
4674	Visitors to museums should be “encouraged” to pay a voluntary entrance fee	People are willing, but they end up not paying.	refutes
4675	Visitors to museums should be “encouraged” to pay a voluntary entrance fee	The poor were not encouraged to visit museums after they were made free	refutes
4676	Every child should have a mobile phone.	We should not be encouraging interest in material things	refutes
4677	Every child should have a mobile phone.	While parents don't want to encourage the need for material things, it is important for all children to have a mobile phone.	refutes
4678	Every child should have a mobile phone.	Mobile phones are expensive	refutes
4679	Every child should have a mobile phone.	Mobile phones are a luxury for children.	refutes
4680	Every child should have a mobile phone.	Mobile phones for children are an unnecessary expense.	refutes
4681	Every child should have a mobile phone.	There are possible safety concerns	refutes
4682	Every child should have a mobile phone.	There are dangers to children having mobile phones.	refutes
4683	Every child should have a mobile phone.	Mobile phones distracting	refutes
4684	Every child should have a mobile phone.	Though mobile phones can be distracting, giving every child a mobile phone would benefit society.	refutes
4685	Every child should have a mobile phone.	Even taking into account how distracting mobile phones can be, every child should have access to a phone.	refutes
4686	Every child should have a mobile phone.	Mobile phones make sure that we are safe	supports
4687	Every child should have a mobile phone.	You can always get a hold of your child if he has a mobile phone.	supports
4688	Every child should have a mobile phone.	Your child can call you if he needs anything if he has a phone.	supports
4689	Every child should have a mobile phone.	The use of  a mobile phone requires a social life.	supports
4690	Every child should have a mobile phone.	Mobile phones make it easier to stay in contact with others.	supports
4691	Every child should have a mobile phone.	You have little reason to have a mobile phone if you do not have anyone to talk to on it.	supports
4692	Every child should have a mobile phone.	Mobile phones enable us to keep in touch	supports
4693	Every child should have a mobile phone.	Mobile phones help us to learn	supports
4694	Every child should have a mobile phone.	If every child had a mobile phone, they would be able to learn faster and better.	supports
4695	Every child should have a mobile phone.	Since mobile phone aid in the learning process, every child should have one.	supports
4696	Every child should have a mobile phone.	Mobile phones lead to increased independence	supports
4697	Every child should have a mobile phone.	Our society needs independent children and a mobile phone is a great way to teach independence.	supports
4698	Every child should have a mobile phone.	If every child had access to a mobile phone, our society would raise children who are more independent.	supports
4699	International students are charged unfairly high tuition fees at UK universities	UK students should have priority to UK Universities	refutes
4700	International students are charged unfairly high tuition fees at UK universities	UK Universities should give priority to students from the UK.	refutes
4701	International students are charged unfairly high tuition fees at UK universities	UK students should have priority over international students in UK Universities.	refutes
4702	International students are charged unfairly high tuition fees at UK universities	It is to expensisive for a student to pay tution fee plus books, living and other costs	supports
4703	International students are charged unfairly high tuition fees at UK universities	For a student to pay tuition fees plus books living and other costs is too expensive	supports
4704	International students are charged unfairly high tuition fees at UK universities	It is too expensive for a student to pay books living tuition fees and other costs	supports
4705	International students are charged unfairly high tuition fees at UK universities	Scrapping tuition fees would increase social mobility	supports
4706	International students are charged unfairly high tuition fees at UK universities	Increasing social mobility by scrapping tuition fees	supports
4707	International students are charged unfairly high tuition fees at UK universities	By scrapping tuition fees social mobility would be increased	supports
4708	International students are charged unfairly high tuition fees at UK universities	Scrapping tuition fees could mean moving to a graduate tax where students do not need to pay anything up front.	supports
4709	International students are charged unfairly high tuition fees at UK universities	A graduation tax would mean scrapping tuition fees and students do not need to pay anything up front.	supports
4710	International students are charged unfairly high tuition fees at UK universities	Students do not need to pay anything up front if scrapping tuition fees could mean moving to a graduation tax	supports
4711	International students are charged unfairly high tuition fees at UK universities	financial stress is part of university life	refutes
4712	International students are charged unfairly high tuition fees at UK universities	A part of university life is financial stress	refutes
4713	International students are charged unfairly high tuition fees at UK universities	Financial stress are a part of university life	refutes
4714	International students are charged unfairly high tuition fees at UK universities	Universities will lack funding which will severely limit the number of places that can be offered.	refutes
4715	International students are charged unfairly high tuition fees at UK universities	Universities without funding will be hurt	refutes
4716	International students are charged unfairly high tuition fees at UK universities	Tuition fees will improve education recieved.	refutes
4717	International students are charged unfairly high tuition fees at UK universities	Tuition fees will help education	refutes
4718	International students are charged unfairly high tuition fees at UK universities	tuition fees are helpful	refutes
4719	International students are charged unfairly high tuition fees at UK universities	Paying for their education gives students sovereignty and responsibility for it	refutes
4720	International students are charged unfairly high tuition fees at UK universities	Paying for educations is good	refutes
4721	International students are charged unfairly high tuition fees at UK universities	paying for their educations helps	refutes
4722	International students are charged unfairly high tuition fees at UK universities	University education is an investment.	refutes
4723	International students are charged unfairly high tuition fees at UK universities	An investment is university education	refutes
4724	International students are charged unfairly high tuition fees at UK universities	An education in university is an investment	refutes
4725	Recognise Kosovo as an independent state	The UN charter is against it.	refutes
4726	Recognise Kosovo as an independent state	The UN charter is against recognizing Kosovo as a sovereign nation.	refutes
4727	Recognise Kosovo as an independent state	The UN charter does not want to consider Kosovo an independent state.	refutes
4728	Recognise Kosovo as an independent state	An independent Kosovo is not a viable state	refutes
4729	Recognise Kosovo as an independent state	Kosovo would not work as a state.	refutes
4730	Recognise Kosovo as an independent state	It will be bad for regional stability	refutes
4731	Recognise Kosovo as an independent state	The people of Kosovo are distinct from their neighbours	supports
4732	Recognise Kosovo as an independent state	Kosovo residents are unique.	supports
4733	Recognise Kosovo as an independent state	The popular sovereignty of the Kosovan people must take precedence over other considerations	supports
4734	Recognise Kosovo as an independent state	Now is not the appropriate time	refutes
4735	Recognise Kosovo as an independent state	Self-determination is a human right	supports
4736	India’s Ban on the Satanic Verses is justified	India has a specific need to main social cohesion	supports
4737	India’s Ban on the Satanic Verses is justified	Freedom of Speech is a Universal Right	refutes
4738	India’s Ban on the Satanic Verses is justified	Everyone should be allowed free speech.	refutes
4739	India’s Ban on the Satanic Verses is justified	Choosing cultural values are the rights of the people.	refutes
4740	India’s Ban on the Satanic Verses is justified	People have a right to choose their cultural values	refutes
4741	India’s Ban on the Satanic Verses is justified	Individual Liberty outweighs any potential harms	refutes
4742	India’s Ban on the Satanic Verses is justified	It may be necessary in the interests of national security	supports
4743	India’s Ban on the Satanic Verses is justified	Free speech is bad for national security.	supports
4744	India’s Ban on the Satanic Verses is justified	The nation is at risk if everyone can say anything they want.	supports
4745	India’s Ban on the Satanic Verses is justified	Protection of Minors	supports
4746	India’s Ban on the Satanic Verses is justified	Limiting free speech protects youth.	supports
4747	India’s Ban on the Satanic Verses is justified	Free speech allows challenges to orthodox beliefs	refutes
4748	India’s Ban on the Satanic Verses is justified	Free speech allows for free thinking.	refutes
4749	India’s Ban on the Satanic Verses is justified	Open thought occur with free speech.	refutes
4750	(as a Christian Church) allow the ordination of gay and lesbian priests	Homosexuality exists in nature and is therefore part of God’s plan	supports
4751	(as a Christian Church) allow the ordination of gay and lesbian priests	Homosexuality is a sin in the Bible	refutes
4752	(as a Christian Church) allow the ordination of gay and lesbian priests	The bible said 'a man' and 'a woman', not same sex	refutes
4753	The War in Iraq was Worth the Cost	An entire generation has been turned against the West and fundamentalist clerics have gained enormously in influence	refutes
4754	The War in Iraq was Worth the Cost	His removal provides stability and security not only for Iraq but for the Middle East as a region	supports
4755	The War in Iraq was Worth the Cost	The war was illegal and the removal of Saddam should have been left to the Iraqis Yet another puppet regime is not what the Middle East needs	refutes
4756	The War in Iraq was Worth the Cost	There was no legal basis for the war and Iraqis could have gotten rid of Saddam Hussein themselves. The government now is a sham and is worse for the region.	refutes
4757	The War in Iraq was Worth the Cost	The Middle East now has another Western controlled government in Iraq, which has never worked out well.	refutes
4758	The War in Iraq was Worth the Cost	The war was not the business of the USA and should have been left to the Iraqis themselves	refutes
4759	The War in Iraq was Worth the Cost	The Iraqiis were capable of overthrowing Hussien without outside interference.	refutes
4760	The War in Iraq was Worth the Cost	Even if the outcome is a stable democratic Iraq, the war was still a costly, illegal, ideologically-driven mistake	refutes
4761	The War in Iraq was Worth the Cost	Regardless of the outcome, the Iraq war was still a poorly conceived decision.	refutes
4762	The War in Iraq was Worth the Cost	Even when we imagine the best outcome, which is a democratic Iraq, the war was undoubtedly  illegal, expensive, and a bad idea.	refutes
4763	The War in Iraq was Worth the Cost	Saddam Hussein is gone and Iraq is now functioning as one of very few democracies in the Middle East	supports
4764	The War in Iraq was Worth the Cost	The War in Iraq got rid of Saddam Hussein and Iraq has become democratic.	supports
4765	The War in Iraq was Worth the Cost	Unlike most Middle Eastern countries, Iraq after the war has become democratic now that Saddam Hussein is out of power.	supports
4766	The War in Iraq was Worth the Cost	Iraq is now democratic and Saddam is dead.	supports
4767	The War in Iraq was Worth the Cost	The democracy is now in place due to the US interference.	supports
4768	Social disgust is legitimate grounds for restriction of artistic expression	Social disgust can be central to artwork	refutes
4769	Social disgust is legitimate grounds for restriction of artistic expression	Freedom of speech	refutes
4770	Social disgust is legitimate grounds for restriction of artistic expression	Restriction based on social disgust prevents socially liberal ideas from flourishing	refutes
4771	New York City has the right to regulate the size of sodas bought on the market	The Ban Would Be a Barrier to Free Enterprise	refutes
4772	New York City has the right to regulate the size of sodas bought on the market	The restriction would harm the ability for business to operate without government interference.	refutes
4773	New York City has the right to regulate the size of sodas bought on the market	Such extensive regulations would not help a capitalist economy.	refutes
4774	New York City has the right to regulate the size of sodas bought on the market	The Soda Ban is an infringement upon the personal right to choose	refutes
4775	New York City has the right to regulate the size of sodas bought on the market	Prohibiting soda violates a person's right to pick what they want.	refutes
4776	New York City has the right to regulate the size of sodas bought on the market	Restricting soda hurts a person's ability to make decisions on their own.	refutes
4777	New York City has the right to regulate the size of sodas bought on the market	The City has the obligation to protect its citizenry	supports
4778	New York City has the right to regulate the size of sodas bought on the market	Citizens have to be shielded by their city.	supports
4779	New York City has the right to regulate the size of sodas bought on the market	A megalopolitan has to serve and help its citizens no matter what.	supports
4780	New York City has the right to regulate the size of sodas bought on the market	The ban is necessary to confront the growing problem of obesity in NYC.	supports
4781	New York City has the right to regulate the size of sodas bought on the market	This restriction will help slow down New York's obesity epidemic.	supports
4782	New York City has the right to regulate the size of sodas bought on the market	It is undemocratic to have the law pass through the board of health.	refutes
4783	Google shouldn’t censor its search results in China	Google will help Chinese internet freedom more by staying	supports
4784	Google shouldn’t censor its search results in China	Censorship is fundamentally incompatible with the notion of free speech.	supports
4785	Google shouldn’t censor its search results in China	Internet Content must not be Censored because we are a country of free speech!	supports
4786	Google shouldn’t censor its search results in China	Internet censorship a violation of freedom of speech	supports
4787	Google shouldn’t censor its search results in China	People often react poorly to being censored by their governments.	supports
4788	Google shouldn’t censor its search results in China	Governments have a moral duty to protect its citizens from harmful sites.	refutes
4789	Google shouldn’t censor its search results in China	The internet must be censored to protect society	refutes
4790	Google shouldn’t censor its search results in China	Internet Nazis must be censored!	refutes
4791	Google shouldn’t censor its search results in China	Even sites that appeared innocent have had a devastating effect on society.	refutes
4792	Google shouldn’t censor its search results in China	It is difficult to ascertain at a glance which websites are harmful.	refutes
4793	Google shouldn’t censor its search results in China	The Internet is a free domain and cannot becontrolled by the government.	supports
4794	Google shouldn’t censor its search results in China	The government has no control over free domain and therefore cannot censor the internet.	supports
4795	Google shouldn’t censor its search results in China	As an extensive form of media, the Internet should be subject to regulation just as other forms of media are.	refutes
4796	Google shouldn’t censor its search results in China	Other forms of media are regulated and the internet is no different.	refutes
4797	Google shouldn’t censor its search results in China	We must apply the same standards to internet regulation that we apply to all media.	refutes
4798	Google shouldn’t censor its search results in China	The government here may legitimately limit ‘free speech’.	refutes
4799	African nations should ban the sale of skin whitening creams, and similar products	These products are dangerous	supports
4800	African nations should ban the sale of skin whitening creams, and similar products	Skin-whitening creams are dangerous.	supports
4801	African nations should ban the sale of skin whitening creams, and similar products	There are dangers associated with using skin-whitening creams.	supports
4802	African nations should ban the sale of skin whitening creams, and similar products	Prohibition is counterproductive	refutes
4803	We must hold a referendum on UK membership in the EU	An in or out referendum would be legitimate.	supports
4804	We must hold a referendum on UK membership in the EU	Any referendum is legitimate in this case.	supports
4805	We must hold a referendum on UK membership in the EU	The vote will be illegitimate.	refutes
4806	We must hold a referendum on UK membership in the EU	The vote won't be legitimate.	refutes
4807	We must hold a referendum on UK membership in the EU	The vote would be wrongful.	refutes
4808	We must hold a referendum on UK membership in the EU	the vote will not be legitimate	refutes
4809	We must hold a referendum on UK membership in the EU	the vote will be rendered illegitimate	refutes
4810	We must hold a referendum on UK membership in the EU	A referendum will create a better political climate.	supports
4811	We must hold a referendum on UK membership in the EU	Referendums are good politically.	supports
4812	We must hold a referendum on UK membership in the EU	Politics are enriched by referendums.	supports
4813	We must hold a referendum on UK membership in the EU	The public have a right to a referendum.	supports
4814	We must hold a referendum on UK membership in the EU	The people have a right to hold a referendum	supports
4815	We must hold a referendum on UK membership in the EU	Holding a referendum is a civil right.	supports
4816	We must hold a referendum on UK membership in the EU	people have the right to a referendum	supports
4817	We must hold a referendum on UK membership in the EU	The referendum is inconsistent with the UK's tradition of representative democracy  EU membersh	refutes
4818	We must hold a referendum on UK membership in the EU	The referendum doesn't match the UK's democratic history.	refutes
4819	We must hold a referendum on UK membership in the EU	Holding a vote would be inconsistent with the UK's democratic traditions.	refutes
4820	We must hold a referendum on UK membership in the EU	the referendum is inconsistent with the UK's tradition of represtative democary EU members	refutes
4821	We must hold a referendum on UK membership in the EU	it may be inconsistent to use a referendum relative to Uk's tradition as a representative democracy eu member	refutes
4822	We must hold a referendum on UK membership in the EU	The referendum is good PR for the UK.	supports
4823	We must hold a referendum on UK membership in the EU	The referendum will be good PR.	supports
4824	We must hold a referendum on UK membership in the EU	The referendum will look good.	supports
4825	We must hold a referendum on UK membership in the EU	a referendum is good pr option for the UK	supports
4826	We must hold a referendum on UK membership in the EU	the UK may be benefitted with good pr from a referendum	supports
4827	We must hold a referendum on UK membership in the EU	Britain should honour the 2016 vote	refutes
4828	We must hold a referendum on UK membership in the EU	The 2016 vote in Britain should be upheld.	refutes
4829	We must hold a referendum on UK membership in the EU	Britain should implement the vote in 2016.	refutes
4830	We must hold a referendum on UK membership in the EU	A referendum could not provide the nuanced policy the UK needs	refutes
4831	We must hold a referendum on UK membership in the EU	Even though the UK needs it , a direct vote couldn't provide the subtle policy.	refutes
4832	We must hold a referendum on UK membership in the EU	A referendum couldn't produce the nuanced policy that the UK needed.	refutes
4833	We must hold a referendum on UK membership in the EU	There is no time to hold a second referendum	refutes
